,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
15143,28,Self employed,32922,Associate vocational,11,Single,Sales,Not in family,White,Male,0,0,60,United States,<=50K
15144,58,Private,118303,High school graduate,9,Widowed,Sales,Not in family,White,Female,0,0,35,United States,>50K
15145,18,Private,188241,11th,7,Single,Service,Child,White,Male,0,0,16,United States,<=50K
15146,59,Private,236731,7th-8th,4,Married civilian,Protective services,Husband,White,Male,0,0,40,Puerto Rico,<=50K
15147,39,Private,209397,High school graduate,9,Divorced,Administrative,Single,White,Female,0,0,40,United States,<=50K
15148,53,Self employed,290640,College,10,Married civilian,Sales,Husband,White,Male,0,0,50,United States,>50K
15149,54,Private,221915,Professional school degree,15,Single,Professional,Relative,White,Female,0,0,65,United States,<=50K
15150,51,Private,175246,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,50,United States,>50K
15151,59,Private,159724,Masters,14,Married civilian,Sales,Husband,White,Male,7298,0,55,United States,>50K
15152,42,State government,160369,High school graduate,9,Single,Protective services,Not in family,White,Male,0,0,40,United States,>50K
15153,36,Private,461337,College,10,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,<=50K
15154,37,Private,187311,College,10,Single,Administrative,Not in family,White,Female,0,0,60,United States,<=50K
15155,32,Private,29312,College,10,Single,Handlers,Child,White,Male,0,0,40,United States,<=50K
15156,38,Self employed,197365,High school graduate,9,Married civilian,Tech support,Husband,White,Male,0,0,50,United States,<=50K
15157,19,Private,301747,High school graduate,9,Separated,Administrative,Child,White,Female,0,0,30,United States,<=50K
15158,55,Local government,135439,Bachelors,13,Widowed,Professional,Not in family,White,Female,0,0,48,United States,<=50K
15159,30,Private,340917,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
15160,27,Private,155057,College,10,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
15161,44,Private,323627,Bachelors,13,Single,Managerial,Not in family,White,Female,0,0,5,United States,<=50K
15162,32,Private,131425,Bachelors,13,Married civilian,Machine inspectors,Husband,White,Male,0,0,50,United States,<=50K
15163,60,Private,184242,High school graduate,9,Married spouse absent,Service,Single,White,Female,0,0,20,United States,<=50K
15164,28,Private,149769,High school graduate,9,Single,Machine inspectors,Not in family,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
15165,44,Private,124924,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,40,Mexico,<=50K
15166,29,Private,253003,High school graduate,9,Single,Handlers,Not in family,White,Male,0,0,16,United States,<=50K
15167,57,State government,250976,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15168,41,Private,104196,College,10,Divorced,Transport,Not in family,White,Male,0,0,60,United States,<=50K
15169,34,Self employed,250182,11th,7,Married civilian,Transport,Husband,White,Male,0,0,60,United States,<=50K
15170,44,Private,188331,College,10,Divorced,Managerial,Single,White,Female,0,0,42,United States,<=50K
15171,44,Private,187322,Bachelors,13,Divorced,Transport,Not in family,White,Male,0,0,40,United States,<=50K
15172,57,Private,130714,1st-4th,2,Married civilian,Handlers,Husband,White,Male,0,0,22,United States,<=50K
15173,37,Private,40955,Bachelors,13,Single,Professional,Not in family,White,Male,0,0,30,United States,<=50K
15174,35,Private,107125,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,16,United States,>50K
15176,27,Private,133937,College,10,Single,Managerial,Not in family,White,Male,0,0,45,United States,<=50K
15177,41,State government,293485,College,10,Married civilian,Administrative,Wife,White,Female,3103,0,40,United States,>50K
15178,37,Self employed,143368,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,0,60,United States,<=50K
15179,18,Private,51789,College,10,Single,Service,Child,White,Male,0,0,8,United States,<=50K
15180,24,State government,211049,7th-8th,4,Single,Tech support,Single,White,Female,0,0,20,United States,<=50K
15181,53,Private,81794,12th,8,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,<=50K
15182,40,Private,139193,High school graduate,9,Divorced,Machine inspectors,Not in family,White,Male,0,1980,48,United States,<=50K
15183,54,Private,150999,College,10,Divorced,Machine inspectors,Not in family,White,Male,0,0,60,United States,<=50K
15184,22,Private,332657,College,10,Single,Professional,Not in family,White,Female,0,0,40,United States,<=50K
15185,44,Private,240043,10th,6,Married spouse absent,Administrative,Single,Black,Female,0,0,30,United States,<=50K
15186,43,Private,186188,College,10,Divorced,Managerial,Single,White,Female,0,0,45,Iran,<=50K
15187,58,State government,223400,Bachelors,13,Married civilian,Professional,Wife,White,Female,0,0,20,United States,>50K
15188,59,Local government,102442,Bachelors,13,Married civilian,Professional,Wife,White,Female,0,0,45,United States,>50K
15189,31,Private,236599,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,45,United States,>50K
15190,35,Private,283237,High school graduate,9,Single,Machine inspectors,Child,White,Male,0,0,40,United States,<=50K
15191,17,Private,150106,10th,6,Single,Sales,Child,White,Female,0,0,20,United States,<=50K
15192,45,Private,102076,College,10,Divorced,Professional,Single,White,Female,0,0,32,United States,<=50K
15193,40,Private,374764,College,10,Divorced,Handlers,Not in family,White,Male,0,0,40,United States,<=50K
15194,35,Private,32528,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,45,United States,<=50K
15195,25,Federal government,50053,Bachelors,13,Single,Tech support,Not in family,White,Male,0,0,45,United States,<=50K
15196,58,Private,212864,High school graduate,9,Divorced,Handlers,Not in family,White,Male,0,0,40,United States,<=50K
15197,39,Private,30673,College,10,Divorced,Handlers,Not in family,White,Male,0,0,50,United States,>50K
15198,23,Private,419554,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,54,United States,<=50K
15199,32,State government,177216,Bachelors,13,Single,Professional,Not in family,White,Female,0,0,40,United States,<=50K
15200,48,Private,118158,Associate academic,12,Married civilian,Transport,Husband,White,Male,0,0,44,United States,<=50K
15201,41,Private,116391,Bachelors,13,Married civilian,Handlers,Husband,White,Male,0,0,40,Germany,<=50K
15203,43,Private,111895,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
15204,18,Private,193290,College,10,Single,Service,Child,White,Male,0,1721,20,United States,<=50K
15205,24,Federal government,287988,Bachelors,13,Single,Armed Forces,Not in family,White,Male,0,0,40,United States,<=50K
15206,58,Private,147653,College,10,Married civilian,Administrative,Wife,White,Female,0,0,32,United States,<=50K
15207,54,Private,117674,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
15208,60,Private,187458,7th-8th,4,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15209,28,Private,410351,College,10,Married civilian,Agricultural,Husband,White,Male,0,0,40,United States,<=50K
15210,41,Private,207578,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,>50K
15211,27,State government,271243,College,10,Divorced,Administrative,Single,Black,Male,0,0,40,Jamaica,<=50K
15212,30,Private,188798,College,10,Divorced,Service,Child,White,Female,0,0,20,United States,<=50K
15213,63,Local government,168656,Bachelors,13,Divorced,Craft and repair,Not in family,Black,Male,0,0,35,Outlying-US(Guam-USVI-etc),<=50K
15214,33,Private,460408,High school graduate,9,Single,Sales,Not in family,White,Male,3325,0,50,United States,<=50K
15215,34,Private,241885,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,45,United States,<=50K
15216,51,Private,194097,High school graduate,9,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,<=50K
15217,21,Private,219137,10th,6,Single,Service,Child,Black,Male,0,0,25,United States,<=50K
15218,50,Private,31621,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
15219,43,Private,207685,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
15220,27,Private,57052,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,2885,0,40,United States,<=50K
15221,19,Private,109854,High school graduate,9,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
15222,17,Private,53611,12th,8,Single,Service,Child,White,Female,0,0,6,United States,<=50K
15223,47,Private,344916,Associate academic,12,Divorced,Transport,Not in family,Black,Male,0,0,40,United States,<=50K
15224,25,Local government,198813,Bachelors,13,Single,Administrative,Relative,Black,Female,0,0,40,United States,<=50K
15225,71,Private,180733,Masters,14,Single,Service,Not in family,White,Female,0,0,20,United States,<=50K
15226,21,Private,188073,High school graduate,9,Single,Machine inspectors,Child,Black,Female,0,0,40,United States,<=50K
15227,48,Private,174829,Associate academic,12,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
15228,57,Private,142791,7th-8th,4,Widowed,Sales,Relative,White,Female,0,1602,3,United States,<=50K
15229,58,Self employed,43221,College,10,Married civilian,Agricultural,Husband,White,Male,0,2415,40,United States,>50K
15230,34,Private,188736,High school graduate,9,Married civilian,Machine inspectors,Relative,Other,Female,0,0,20,Columbia,<=50K
15233,40,Federal government,112388,Masters,14,Single,Professional,Not in family,White,Male,0,0,40,United States,<=50K
15234,28,Private,209641,High school graduate,9,Single,Service,Not in family,White,Male,0,0,32,United States,<=50K
15235,42,Private,313945,Masters,14,Married civilian,Sales,Husband,White,Male,0,0,40,Ecuador,<=50K
15236,41,Private,152742,Associate vocational,11,Divorced,Tech support,Not in family,White,Female,3325,0,40,United States,<=50K
15237,28,Self employed,153291,High school graduate,9,Single,Administrative,Child,White,Female,0,0,35,United States,<=50K
15238,40,Private,353432,10th,6,Divorced,Machine inspectors,Not in family,White,Female,0,0,35,United States,<=50K
15239,23,Private,96635,College,10,Single,Machine inspectors,Child,Asian-Pac-Islander,Male,0,0,30,United States,<=50K
15240,39,Private,150057,Masters,14,Single,Sales,Not in family,White,Male,0,0,50,United States,>50K
15241,39,Private,114844,Bachelors,13,Single,Sales,Not in family,White,Male,0,1876,50,United States,<=50K
15242,45,Private,132847,High school graduate,9,Single,Handlers,Not in family,White,Female,0,0,40,United States,<=50K
15243,50,Self employed,93705,College,10,Divorced,Sales,Not in family,White,Female,0,0,40,United States,<=50K
15244,33,Private,309350,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
15245,34,Private,123084,11th,7,Married civilian,Machine inspectors,Child,White,Female,0,0,40,United States,<=50K
15246,55,Private,174662,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,32,United States,<=50K
15247,62,Federal government,177295,High school graduate,9,Widowed,Administrative,Single,White,Female,0,0,40,United States,<=50K
15248,31,Private,211880,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
15249,35,Self employed,454915,9th,5,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15250,30,Private,232475,High school graduate,9,Separated,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
15251,57,Self employed,244605,College,10,Married civilian,Sales,Husband,White,Male,0,0,50,United States,>50K
15252,50,Private,150876,High school graduate,9,Married civilian,Managerial,Husband,Black,Male,0,1887,55,United States,>50K
15253,51,Private,257337,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,50,United States,<=50K
15254,47,Private,329144,High school graduate,9,Married civilian,Sales,Husband,White,Male,4386,0,45,United States,>50K
15255,37,Private,116960,Bachelors,13,Single,Professional,Not in family,White,Male,0,0,45,United States,>50K
15256,58,Private,267663,7th-8th,4,Married civilian,Transport,Husband,White,Male,0,0,40,Mexico,<=50K
15257,39,Private,47871,Bachelors,13,Divorced,Managerial,Single,White,Female,0,0,50,United States,>50K
15258,34,Private,295922,College,10,Single,Machine inspectors,Not in family,White,Male,0,0,40,England,>50K
15259,45,Private,175625,High school graduate,9,Separated,Administrative,Single,White,Female,0,0,38,United States,<=50K
15260,42,Private,190179,Bachelors,13,Married civilian,Professional,Husband,White,Male,99999,0,40,United States,>50K
15261,40,Private,168071,Associate vocational,11,Divorced,Tech support,Not in family,White,Male,3325,0,40,United States,<=50K
15262,39,Self employed,202027,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,1977,50,United States,>50K
15263,36,Private,202662,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
15264,56,Private,101436,High school graduate,9,Divorced,Administrative,Relative,Amer-Indian-Eskimo,Female,0,0,35,United States,<=50K
15265,37,Private,360743,College,10,Married civilian,Handlers,Husband,Black,Male,0,0,40,United States,>50K
15266,60,Local government,93272,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
15267,56,Private,145574,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
15268,51,Private,101722,7th-8th,4,Married civilian,Managerial,Husband,Amer-Indian-Eskimo,Male,3908,0,47,United States,<=50K
